"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"논현2동542",1,,서울특별시 강남구 논현동220-17,37.5112425674,127.0331436210,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동543",1,,서울특별시 강남구 논현동220-14,37.5113923525,127.0336459946,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동544",1,,서울특별시 강남구 논현동219-28,37.5115015733,127.0338944265,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동545",1,,서울특별시 강남구 논현동279-145,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동546",1,,서울특별시 강남구 논현동219-22,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동547",1,,서울특별시 강남구 논현동 219-24,37.5117189769,127.0345463622,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동548",1,,서울특별시 강남구 논현동223-5,37.5114226598,127.0347743621,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동549",1,,서울특별시 강남구 논현동223-4,37.5113506440,127.0345543361,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동550",1,,서울특별시 강남구 논현동223-3,37.5113253670,127.0344132804,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동551(쌍등)",2,,서울특별시 강남구 논현동223-2,37.5111765524,127.0343055347,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동552",1,,서울특별시 강남구 논현동223,37.5111907940,127.0339739130,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동553",1,,서울특별시 강남구 논현동223,37.5111907940,127.0339739130,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동554",1,,서울특별시 강남구 논현동222-11,37.5109870327,127.0338140016,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동555",1,,서울특별시 강남구 논현동222-11,37.5109870327,127.0338140016,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동556",1,,서울특별시 강남구 논현동222-6,37.5109485111,127.0336693214,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동557",1,,서울특별시 강남구 논현동222-5,37.5108741485,127.0334566487,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동558",1,,서울특별시 강남구 논현동222-3,37.5105822003,127.0335370496,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동559",1,,서울특별시 강남구 논현동222,37.5108386886,127.0333164946,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동560",1,,서울특별시 강남구 논현동279-145,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동561",1,,서울특별시 강남구 논현동279-145,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동562",1,,서울특별시 강남구 논현동279-145,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동563",1,,서울특별시 강남구 논현동279-145,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동564",1,,서울특별시 강남구 논현동221-17,37.5104763076,127.0329845953,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동565",1,,서울특별시 강남구 논현동279-158,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동566",1,,서울특별시 강남구 논현동279-158,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동567",1,,서울특별시 강남구 논현동222-15,37.5102700766,127.0335923314,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동568",1,,서울특별시 강남구 논현동222-16,37.5101386914,127.0336582127,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동569",1,,서울특별시 강남구 논현동227-1,37.5099656477,127.0341491223,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동570",1,,서울특별시 강남구 논현동227-2,37.5099656477,127.0341491223,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동571",1,,서울특별시 강남구 논현동213-4,37.5136043427,127.0325928011,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동572",1,,서울특별시 강남구 논현동213-3,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동573",1,,서울특별시 강남구 논현동213-6,37.5135758969,127.0328246644,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동574",1,,서울특별시 강남구 논현동213-8,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동575",1,,서울특별시 강남구 논현동208-15,37.5141100228,127.0331089198,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동576",1,,서울특별시 강남구 논현동213-10,37.5138685918,127.0332940882,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동577",1,,서울특별시 강남구 논현동213-11,37.5137172059,127.0333549874,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동578",1,,서울특별시 강남구 논현동213-25,37.5134636241,127.0334938867,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동579",1,,서울특별시 강남구 논현동279-130,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동580",1,,서울특별시 강남구 논현동214-7,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동581",1,,서울특별시 강남구 논현동214-6,37.5126712829,127.0331682319,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동582",1,,서울특별시 강남구 논현동214-7,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동583",1,,서울특별시 강남구 논현동214-2,37.5127326803,127.0327050784,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동584",1,,서울특별시 강남구 논현동217-17,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동585",1,,서울특별시 강남구 논현동214-15,37.5127815703,127.0334716387,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동586",1,,서울특별시 강남구 논현동214-17,37.5128514410,127.0336379402,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동587",1,,서울특별시 강남구 논현동214-24,37.5128674386,127.0337791074,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동588",1,,서울특별시 강남구 논현동217-35,37.5127298678,127.0340491493,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동589",1,,서울특별시 강남구 논현동212-20,37.5130087853,127.0341648736,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동590",1,,서울특별시 강남구 논현동214-23,37.5129895407,127.0337229472,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동591",1,,서울특별시 강남구 논현동214-22,37.5131174134,127.0336521982,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동592",1,,서울특별시 강남구 논현동214-19,37.5131210588,127.0335065149,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동593",1,,서울특별시 강남구 논현동212-21,37.5130581892,127.0343757319,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동594",1,,서울특별시 강남구 논현동279-130,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동595",1,,서울특별시 강남구 논현동279-130,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동596",1,,서울특별시 강남구 논현동279-107,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동597",1,,서울특별시 강남구 논현동279-107,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동598",1,,서울특별시 강남구 논현동212-4,37.5140602063,127.0340283757,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동599",1,,서울특별시 강남구 논현동212-2,37.5139266443,127.0338303715,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동600",1,,서울특별시 강남구 논현동209-5,37.5145367622,127.0342882962,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동601",1,,서울특별시 강남구 논현동209-4,37.5147736468,127.0342513039,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동602",1,,서울특별시 강남구 논현동211-11,37.5132238617,127.0347595887,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동603",1,,서울특별시 강남구 논현동218-1,37.5129254503,127.0347554915,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동604",1,,서울특별시 강남구 논현동218-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동605",1,,서울특별시 강남구 논현동218-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동606",1,,서울특별시 강남구 논현동218-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동607",1,,서울특별시 강남구 논현동218-16,37.5122900874,127.0352782090,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동608",1,,서울특별시 강남구 논현동218-16,37.5122900874,127.0352782090,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동609",1,,서울특별시 강남구 논현동218-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동610",1,,서울특별시 강남구 논현동218-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동611",1,,서울특별시 강남구 논현동218-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동612",1,,서울특별시 강남구 논현동218-28,37.5119511080,127.0353506645,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동613",1,,서울특별시 강남구 논현동225-3,37.5115441502,127.0355646973,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동614",1,,서울특별시 강남구 논현동225-2,37.5114642946,127.0353532626,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동615",1,,서울특별시 강남구 논현동225-2,37.5114642946,127.0353532626,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동616",1,,서울특별시 강남구 논현동219-22,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동617",1,,서울특별시 강남구 논현동219-8,37.5120785551,127.0345896220,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동618",1,,서울특별시 강남구 논현동219-5,37.5121968391,127.0343418569,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동619",1,,서울특별시 강남구 논현동225-2,37.5114642946,127.0353532626,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동620",1,,서울특별시 강남구 논현동225-5,37.5111169409,127.0357074611,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동621",1,,서울특별시 강남구 논현동223-18,37.5110826772,127.0348886680,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동622",1,,서울특별시 강남구 논현동223-6,37.5112601822,127.0348644327,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동623",1,,서울특별시 강남구 논현동223-7,37.5111928515,127.0346454272,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동624",1,,서울특별시 강남구 논현동223-16,37.5109940236,127.0345641250,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동625",1,,서울특별시 강남구 논현동223-9,37.5111765524,127.0343055347,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동626",1,,서울특별시 강남구 논현동223-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동627",1,,서울특별시 강남구 논현동279-158,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동628",1,,서울특별시 강남구 논현동279-158,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동629",1,,서울특별시 강남구 논현동222-18,37.5102394777,127.0340982367,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동630",1,,서울특별시 강남구 논현동279-158,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동631",1,,서울특별시 강남구 논현동224,37.5105938053,127.0342277907,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동632",1,,서울특별시 강남구 논현동224-2,37.5107569736,127.0345496513,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동633",1,,서울특별시 강남구 논현동224-4,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동634",1,,서울특별시 강남구 논현동224-2,37.5107569736,127.0345496513,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동635",1,,서울특별시 강남구 논현동223-17,37.5110457842,127.0347248729,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동636",1,,서울특별시 강남구 논현동224-8,37.5108480232,127.0349983847,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동637",1,,서울특별시 강남구 논현동225-5,37.5111169409,127.0357074611,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동638",1,,서울특별시 강남구 논현동224-10,37.5107404687,127.0352159501,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동639",1,,서울특별시 강남구 논현동224-21,37.5105607829,127.0353012603,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동640",1,,서울특별시 강남구 논현동224-22,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동641",1,,서울특별시 강남구 논현동224-6,37.5106889615,127.0348096500,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동642",1,,서울특별시 강남구 논현동279-159,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동643",1,,서울특별시 강남구 논현동227-4,37.5100176381,127.0347587805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동644",1,,서울특별시 강남구 논현동227-4,37.5100176381,127.0347587805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동645",1,,서울특별시 강남구 논현동227-4,37.5100176381,127.0347587805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동646",1,,서울특별시 강남구 논현동227-7,37.5096207226,127.0339078272,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동647",1,,서울특별시 강남구 논현동228-11,37.5092881401,127.0336685757,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동648",1,,서울특별시 강남구 논현동228-11,37.5092881401,127.0336685757,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동649",1,,서울특별시 강남구 논현동228-4,37.5092881401,127.0336685757,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동650",1,,서울특별시 강남구 논현동228-11,37.5092881401,127.0336685757,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동651",1,,서울특별시 강남구 논현동228-9,37.5089590488,127.0338238315,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동652",1,,서울특별시 강남구 논현동228-9,37.5089590488,127.0338238315,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동653",1,,서울특별시 강남구 논현동279-158,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동654",1,,서울특별시 강남구 논현동229-2,37.5095093779,127.0344630041,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동655",1,,서울특별시 강남구 논현동227-5,37.5098241573,127.0345713898,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동656",1,,서울특별시 강남구 논현동229-5,37.5096725248,127.0348554376,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동657",1,,서울특별시 강남구 논현동229-6,37.5096847256,127.0350341480,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동658",1,,서울특별시 강남구 논현동279-159,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동659",1,,서울특별시 강남구 논현동226-6,37.5100811425,127.0351187095,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동660",1,,서울특별시 강남구 논현동226-5,37.5101286698,127.0352722151,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동661",1,,서울특별시 강남구 논현동230-17,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동662",1,,서울특별시 강남구 논현동230-4,37.5097813735,127.0357356665,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동663",1,,서울특별시 강남구 논현동230-12,37.5095622254,127.0358140562,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동664",1,,서울특별시 강남구 논현동230-18,37.5093589130,127.0359648394,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동665",1,,서울특별시 강남구 논현동230-17,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동666",1,,서울특별시 강남구 논현동226-3,37.5101599322,127.0355810063,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동667",1,,서울특별시 강남구 논현동230-2,37.5099426623,127.0357058837,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동668",1,,서울특별시 강남구 논현동231-2,37.5099384076,127.0360680427,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동669",1,,서울특별시 강남구 논현동230-10,37.5097798744,127.0359252287,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동670",1,,서울특별시 강남구 논현동231-4,37.5097590228,127.0363450620,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동671",1,,서울특별시 강남구 논현동231-4,37.5097590228,127.0363450620,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동672",1,,서울특별시 강남구 논현동231-6,37.5095072381,127.0364880164,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동673",1,,서울특별시 강남구 논현동231-7,37.5095844946,127.0366485487,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동674",1,,서울특별시 강남구 논현동279-177,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동675",1,,서울특별시 강남구 논현동279-177,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동676",1,,서울특별시 강남구 논현동279-177,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동677",1,,서울특별시 강남구 논현동232-5,37.5092118972,127.0364607278,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동678",1,,서울특별시 강남구 논현동236-5,37.5087060706,127.0367595254,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동679",1,,서울특별시 강남구 논현동236-3,37.5085763490,127.0363940275,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동680",1,,서울특별시 강남구 논현동232-21,37.5087882316,127.0362106775,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동681",1,,서울특별시 강남구 논현동236-14,37.5084905616,127.0361388268,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동682",1,,서울특별시 강남구 논현동232-15,37.5089195328,127.0361296460,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동683",1,,서울특별시 강남구 논현동232-10,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동684",1,,서울특별시 강남구 논현동235-6,37.5084168383,127.0356149013,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동685",1,,서울특별시 강남구 논현동232-13,37.5087169065,127.0358020027,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동686",1,,서울특별시 강남구 논현동232-2,37.5091005102,127.0359471844,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동687",1,,서울특별시 강남구 논현동232-4,37.5092054568,127.0363086005,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동688",1,,서울특별시 강남구 논현동232-16,37.5089586658,127.0363273691,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동688",1,,서울특별시 강남구 논현동232-6,37.5090988513,127.0363626122,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동688",1,,서울특별시 강남구 논현동232-6,37.5090988513,127.0363626122,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동689",1,,서울특별시 강남구 논현동229-21,37.5091387480,127.0352321631,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동690",1,,서울특별시 강남구 논현동229-14,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동691",1,,서울특별시 강남구 논현동229-20,37.5092884469,127.0350909670,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동692",1,,서울특별시 강남구 논현동229-19,37.5092884469,127.0350909670,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동693",1,,서울특별시 강남구 논현동229-18,37.5091741040,127.0348046486,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동694",1,,서울특별시 강남구 논현동229-14,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동695",1,,서울특별시 강남구 논현동229-16,37.5090630249,127.0344469645,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동696",1,,서울특별시 강남구 논현동279-176,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동697",1,,서울특별시 강남구 논현동228-5,37.5087178499,127.0338238358,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동698",1,,서울특별시 강남구 논현동234-11,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동699",1,,서울특별시 강남구 논현동234-4,37.5084504392,127.0344216874,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동700",1,,서울특별시 강남구 논현동234-13,37.5082916553,127.0345134534,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동701",1,,서울특별시 강남구 논현2동234-10,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동701",1,,서울특별시 강남구 논현2동234-10,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동701",1,,서울특별시 강남구 논현동234-11,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동702",1,,서울특별시 강남구 논현동235,37.5081917299,127.0348340515,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동703",1,,서울특별시 강남구 논현동235,37.5081917299,127.0348340515,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동704",1,,서울특별시 강남구 논현동234-23,37.5079834381,127.0344568737,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동705",1,,서울특별시 강남구 논현동234-25,37.5078448024,127.0346658215,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동706",1,,서울특별시 강남구 논현동233-25,37.5083442937,127.0347537067,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동707",1,,서울특별시 강남구 논현동235-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동708",1,,서울특별시 강남구 논현동235-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동709",1,,서울특별시 강남구 논현동233-22,37.5084662846,127.0350757657,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동710",1,,서울특별시 강남구 논현동233-9,37.5086830959,127.0349763368,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동711",1,,서울특별시 강남구 논현동233-19,37.5085802651,127.0353666057,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동711",1,,서울특별시 강남구 논현동233-19,37.5085802651,127.0353666057,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동711",1,,서울특별시 강남구 논현동233-16,37.5085802651,127.0353666057,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동712",1,,서울특별시 강남구 논현동233-4,37.5088937557,127.0352628120,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동713",1,,서울특별시 강남구 논현동233-3,37.5088330021,127.0350468699,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동714",1,,서울특별시 강남구 논현동233-1,37.5087505589,127.0347462040,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동715",1,,서울특별시 강남구 논현동268-22,37.5110534156,127.0430209966,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동716",1,,서울특별시 강남구 논현동268-16,37.5110534156,127.0430209966,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동717",1,,서울특별시 강남구 논현동268-17,37.5109824113,127.0427870522,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동718",1,,서울특별시 강남구 논현동268-17,37.5109824113,127.0427870522,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동719",1,,서울특별시 강남구 논현동268-12,37.5112852234,127.0428297532,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동720",1,,서울특별시 강남구 논현동268-12,37.5112852234,127.0428297532,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동721",1,,서울특별시 강남구 논현동268-10,37.5114660942,127.0427215001,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동722",1,,서울특별시 강남구 논현동268-23,37.5115837305,127.0425685333,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동723",1,,서울특별시 강남구 논현동98-6,37.5201986891,127.0351353284,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동723",1,,서울특별시 강남구 논현동269-7,37.5115303219,127.0422591553,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동724",1,,서울특별시 강남구 논현동268-19,37.5118556950,127.0424534312,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동725",1,,서울특별시 강남구 논현동278-3,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동726",1,,서울특별시 강남구 논현동278-16,37.5103971610,127.0426704459,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동727",1,,서울특별시 강남구 논현동278-14,37.5103163220,127.0424729183,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동728",1,,서울특별시 강남구 논현동269-15,37.5109072658,127.0422914917,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동729",1,,서울특별시 강남구 논현동269-13,37.5107847867,127.0421306991,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동730",1,,서울특별시 강남구 논현동277-18,37.5102325939,127.0420384343,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동731",1,,서울특별시 강남구 논현동277-18,37.5102325939,127.0420384343,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동732",1,,서울특별시 강남구 논현동270-45,37.5106423427,127.0418638028,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동733",1,,서울특별시 강남구 논현동269-13,37.5107847867,127.0421306991,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동734",1,,서울특별시 강남구 논현동270-33,37.5109852224,127.0417293979,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동735",1,,서울특별시 강남구 논현동270-32,37.5111311141,127.0416754143,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동736",1,,서울특별시 강남구 논현2동270-21,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동737",1,,서울특별시 강남구 논현동269-8,37.5114334831,127.0419526942,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동738",1,,서울특별시 강남구 논현동270-5,37.5117372855,127.0414883325,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동739",1,,서울특별시 강남구 논현동270-24,37.5112234868,127.0413627260,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동740",1,,서울특별시 강남구 논현동270-32,37.5111311141,127.0416754143,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동741",1,,서울특별시 강남구 논현동270-41,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동742",1,,서울특별시 강남구 논현동270-30,37.5110150201,127.0412893181,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동743",1,,서울특별시 강남구 논현동270-41,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동744",1,,서울특별시 강남구 논현동270-35,37.5107628149,127.0410711111,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"논현2동745",1,,서울특별시 강남구 논현동277-15,37.5102435094,127.0417468556,,,02-3423-6585,서울특별시 강남구청,2020-12-18
